time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-03-13T14:39:04.160Z,35.8795,-120.0611667,15.45,3.52,mw,66,70,0.1514,0.17,nc,nc72774671,2017-06-07T00:33:37.040Z,"15km SSE of Avenal, California",earthquake,0.33,0.42,,9,reviewed,nc,nc
2017-03-13T13:29:14.380Z,40.856,-121.2138333,13.61,2.71,md,29,89,0.105,0.1,nc,nc72774621,2017-03-16T04:19:02.212Z,"37km E of Burney, California",earthquake,0.27,0.5,0.122,40,reviewed,nc,nc
2017-03-13T06:51:31.222Z,41.8475,-119.6369,10.8,2.7,ml,6,75.02,0.159,0.269,nn,nn00581842,2018-07-02T18:27:52.361Z,"69km ESE of Lakeview, Oregon",earthquake,,2.8,0.54,5,reviewed,nn,nn
2017-03-12T15:51:30.400Z,35.883,-120.0476667,16.45,2.83,md,66,69,0.1598,0.14,nc,nc72773461,2017-03-13T20:37:02.101Z,"15km SSE of Avenal, California",earthquake,0.19,0.38,0.15,68,reviewed,nc,nc
2017-03-12T13:05:31.530Z,35.3005,-117.4386667,2.56,2.5,ml,40,31,0.1804,0.13,ci,ci37825824,2017-05-16T18:06:07.828Z,"20km ESE of Johannesburg, CA",earthquake,0.14,0.67,0.135,137,reviewed,ci,ci
2017-03-12T11:01:33.247Z,39.2873,-115.017,0,3.1,ml,14,94.32,0.287,0.2799,nn,nn00581755,2018-07-02T18:27:47.595Z,"11km WNW of Ely, Nevada",earthquake,,0,0.38,6,reviewed,nn,nn
2017-03-12T04:46:18.656Z,41.8332,-119.6464,9.9,2.7,ml,5,69.68,0.165,0.169,nn,nn00581735,2018-07-02T18:27:47.760Z,"70km SE of Lakeview, Oregon",earthquake,,4.6,0.45,4,reviewed,nn,nn
2017-03-10T00:43:05.340Z,36.2878333,-120.8495,10.06,2.52,md,73,96,0.08169,0.07,nc,nc72772276,2017-03-10T22:30:09.532Z,"26km ENE of King City, California",earthquake,0.21,0.31,0.197,76,reviewed,nc,nc
2017-03-09T11:21:07.640Z,40.5556667,-123.8513333,22.95,2.8,md,26,71,0.1312,0.1,nc,nc72772046,2017-03-10T05:39:05.578Z,"20km E of Hydesville, California",earthquake,0.32,0.45,0.135,42,reviewed,nc,nc
2017-03-08T18:46:49.740Z,39.2715,-115.0177,5.7,3.1,ml,8,93.59,0.274,0.2721,nn,nn00581341,2018-07-02T18:27:30.053Z,"11km WNW of Ely, Nevada",earthquake,,5.3,0.26,4,reviewed,nn,nn
2017-03-08T17:20:23.530Z,36.6355,-121.2558333,7.16,3.72,mw,82,56,0.05334,0.09,nc,nc72771746,2017-05-31T01:58:59.040Z,"21km SSE of Ridgemark, California",earthquake,0.1,0.3,,4,reviewed,nc,nc
2017-03-07T12:59:40.430Z,38.7771667,-123.158,4.52,3.13,ml,60,48,0.1122,0.06,nc,nc72771356,2017-05-31T01:58:56.040Z,"12km WSW of Cloverdale, California",earthquake,0.13,0.65,0.186,38,reviewed,nc,nc
2017-03-06T03:50:08.310Z,36.7881667,-121.4915,10.12,2.65,md,61,36,0.02905,0.1,nc,nc72770926,2017-03-07T01:52:03.448Z,"7km SSE of San Juan Bautista, California",earthquake,0.15,0.24,0.162,94,reviewed,nc,nc
2017-03-05T09:42:33.998Z,39.4116,-116.8517,4.4,2.5,ml,10,178.66,0.632,0.1821,nn,nn00580917,2018-07-02T18:27:19.593Z,"20km ESE of Austin, Nevada",earthquake,,3.8,0.31,4,reviewed,nn,nn
2017-03-05T03:31:28.430Z,39.7608333,-123.3793333,5.97,2.96,md,29,47,0.09182,0.1,nc,nc72770676,2017-05-31T01:58:53.040Z,"11km WSW of Covelo, California",earthquake,0.17,0.61,0.172,52,reviewed,nc,nc
2017-03-05T03:29:15.020Z,39.7608333,-123.376,5.64,2.58,md,31,46,0.09403,0.1,nc,nc72770671,2017-03-07T01:05:03.673Z,"11km WSW of Covelo, California",earthquake,0.17,0.64,0.121,37,reviewed,nc,nc
2017-03-04T05:48:26.640Z,40.2465,-121.1668333,2.87,2.51,md,23,91,0.2958,0.18,nc,nc72770456,2017-03-06T17:11:03.189Z,"8km SE of Chester, California",earthquake,0.53,2.62,0.147,19,reviewed,nc,nc
2017-03-04T05:44:44.590Z,38.783,-122.7221667,2.1,2.68,md,69,40,0.01022,0.09,nc,nc72770446,2017-03-07T02:07:02.496Z,"3km ENE of The Geysers, California",earthquake,0.12,0.17,0.246,52,reviewed,nc,nc
2017-03-03T18:54:16.730Z,33.4836667,-116.7963333,3.37,2.62,ml,111,24,0.09527,0.22,ci,ci37817800,2017-05-16T18:01:25.280Z,"8km NE of Aguanga, CA",earthquake,0.12,0.44,0.121,26,reviewed,ci,ci
2017-03-02T14:27:55.360Z,37.2575,-121.6365,6.39,2.89,md,105,31,0.08413,0.07,nc,nc72769771,2017-03-06T10:58:44.772Z,"14km N of Morgan Hill, California",earthquake,0.1,0.24,0.168,101,reviewed,nc,nc
2017-03-02T07:31:19.440Z,34.058,-117.0008333,12.76,3.1,ml,147,27,0.06453,0.18,ci,ci37816704,2018-02-20T01:05:13.997Z,"5km NE of Yucaipa, CA",earthquake,0.1,0.28,0.183,222,reviewed,ci,ci
2017-03-02T03:12:34.940Z,38.7928333,-122.7788333,0.77,2.61,md,72,48,0.007108,0.06,nc,nc72769641,2017-03-04T21:19:58.689Z,"2km NW of The Geysers, California",earthquake,0.1,0.13,0.228,58,reviewed,nc,nc
2017-03-01T20:18:39.150Z,33.1341667,-115.8621667,11.51,3.61,ml,70,25,0.03748,0.23,ci,ci37816152,2017-05-24T02:48:12.040Z,"20km SSE of Salton City, CA",earthquake,0.17,0.44,0.148,221,reviewed,ci,ci
2017-02-28T00:36:54.745Z,39.0718,-118.9954,7.8,2.5,ml,23,95.51,0.209,0.1753,nn,nn00580314,2018-07-02T18:26:58.867Z,"17km ENE of Yerington, Nevada",earthquake,,1.5,0.3,14,reviewed,nn,nn
2017-02-27T19:06:02.362Z,39.0747,-118.9957,6.9,2.6,ml,25,95.82,0.21,0.1442,nn,nn00580233,2018-07-02T18:26:55.477Z,"17km NE of Yerington, Nevada",earthquake,,3,0.32,11,reviewed,nn,nn
2017-02-27T11:48:18.830Z,41.534,-121.9241667,0.17,2.5,md,29,62,0.09277,0.27,nc,nc72768511,2017-02-27T22:11:02.006Z,"35km NNE of McCloud, California",earthquake,0.4,4.09,0.304,29,reviewed,nc,nc
2017-02-27T11:02:15.880Z,33.9186667,-117.8856667,7.56,2.74,ml,144,16,0.04137,0.22,ci,ci37814056,2017-05-16T18:11:35.393Z,"1km E of Brea, CA",earthquake,0.12,0.3,0.201,222,reviewed,ci,ci
2017-02-26T19:55:49.160Z,36.812,-121.544,6.59,3.39,mw,73,23,0.03206,0.11,nc,nc72768266,2017-05-24T02:48:09.040Z,"3km S of San Juan Bautista, California",earthquake,0.12,0.22,,3,reviewed,nc,nc
2017-02-26T14:58:40.100Z,36.959,-121.5756667,4.46,3.6,mw,148,44,0.01487,0.19,nc,nc72768191,2018-11-29T14:13:37.454Z,"5km S of Gilroy, California",earthquake,0.11,0.23,,3,reviewed,nc,nc
2017-02-25T17:53:28.830Z,37.3906667,-121.7381667,7.83,2.64,md,144,57,0.03022,0.13,nc,nc72767851,2017-03-01T02:49:03.008Z,"7km E of East Foothills, California",earthquake,0.11,0.29,0.169,104,reviewed,nc,nc
2017-02-25T12:01:32.660Z,38.8198333,-122.804,3.44,2.9,md,70,42,0.00593,0.05,nc,nc72767726,2017-02-28T23:14:03.733Z,"6km NW of The Geysers, California",earthquake,0.11,0.15,0.271,73,reviewed,nc,nc
2017-02-23T04:49:43.740Z,34.3993333,-120.1623333,2.78,3.28,ml,37,95,0.08826,0.21,ci,ci37811048,2017-05-17T01:19:36.040Z,"22km S of Solvang, CA",earthquake,0.25,0.5,0.127,271,reviewed,ci,ci
2017-02-22T23:33:40.490Z,36.5455,-121.1383333,8.66,2.83,md,67,41,0.06078,0.07,nc,nc72766716,2017-02-23T04:59:43.266Z,"21km NE of Soledad, California",earthquake,0.11,0.25,0.198,89,reviewed,nc,nc
2017-02-22T18:18:24.180Z,36.5441667,-121.1318333,6.59,2.94,md,66,42,0.01637,0.07,nc,nc72766646,2017-05-17T01:19:36.040Z,"21km NE of Soledad, California",earthquake,0.11,0.22,0.172,102,reviewed,nc,nc
2017-02-21T22:46:23.830Z,36.6251667,-120.9921667,0.97,3.3,mw,60,72,0.03693,0.2,nc,nc72766431,2017-05-17T01:19:35.040Z,"37km NE of Soledad, California",earthquake,0.15,0.4,,4,reviewed,nc,nc
2017-02-21T15:27:29.860Z,33.1441667,-116.5276667,8.2,2.95,ml,102,16,0.08609,0.2,ci,ci37586695,2017-05-17T01:19:35.040Z,"10km NE of Julian, CA",earthquake,0.12,0.45,0.127,174,reviewed,ci,ci
2017-02-21T13:28:06.930Z,38.844,-123.6213333,7.08,2.85,md,38,220,0.1885,0.12,nc,nc72766286,2017-02-24T17:07:58.595Z,"9km SE of Point Arena, California",earthquake,0.33,0.41,0.17,35,reviewed,nc,nc
2017-02-21T00:57:52.710Z,38.7958333,-122.7353333,1.32,4.16,mw,82,29,0.01262,0.09,nc,nc72766046,2018-05-11T03:11:49.010Z,"2km NE of The Geysers, California",earthquake,0.12,0.16,,3,reviewed,nc,nc
2017-02-19T03:35:03.500Z,33.985,-118.803,10.75,2.82,ml,95,71,0.01964,0.24,ci,ci37585951,2017-05-16T18:10:26.392Z,"2km SSE of Malibu, CA",earthquake,0.26,0.31,0.164,178,reviewed,ci,ci
2017-02-18T20:43:48.460Z,37.3395,-121.6911667,10.04,2.83,md,143,52,0.03879,0.18,nc,nc72765376,2017-02-23T07:24:16.765Z,"12km ESE of Alum Rock, California",earthquake,0.16,0.31,0.184,82,reviewed,nc,nc
2017-02-18T09:34:16.310Z,34.2405,-119.6376667,1.42,2.78,ml,39,76,0.1878,0.3,ci,ci37585551,2017-05-16T18:08:02.957Z,"21km SSW of Carpinteria, CA",earthquake,0.3,0.65,0.112,75,reviewed,ci,ci
2017-02-17T14:11:27.180Z,33.4815,-117.0303333,17.88,2.57,ml,110,21,0.02942,0.2,ci,ci37585335,2017-05-16T18:19:42.470Z,"11km E of Temecula, CA",earthquake,0.13,0.29,0.175,148,reviewed,ci,ci
2017-02-15T10:47:13.020Z,38.8348333,-122.7996667,1.87,2.64,md,64,28,0.008109,0.04,nc,nc72764351,2017-02-18T20:05:56.587Z,"6km WNW of Cobb, California",earthquake,0.08,0.14,0.233,46,reviewed,nc,nc
2017-02-15T06:15:11.350Z,35.203,-117.2808333,1.62,3.39,mw,41,50,0.1917,0.15,ci,ci37583871,2017-05-13T01:03:20.040Z,"37km ESE of Johannesburg, CA",earthquake,0.16,0.68,,4,reviewed,ci,ci
2017-02-14T04:40:29.112Z,41.4976,-116.122,8.4,3,ml,13,124.68,0.516,0.1243,nn,nn00578292,2018-07-02T18:25:40.927Z,"50km S of Owyhee, Nevada",earthquake,,3.7,0.2,9,reviewed,nn,nn
2017-02-13T17:21:23.560Z,39.9275,-122.8628333,-1.05,2.51,md,44,31,0.1478,0.37,nc,nc72763536,2017-02-17T04:09:04.789Z,"36km ENE of Covelo, California",earthquake,0.37,1.91,0.153,43,reviewed,nc,nc
2017-02-13T01:12:12.570Z,40.4535,-121.9745,13.82,2.79,md,21,108,0.1454,0.1,nc,nc72763261,2017-02-14T03:14:03.066Z,"8km WSW of Shingletown, California",earthquake,0.28,1.08,0.171,52,reviewed,nc,nc
2017-02-11T14:07:52.410Z,32.94,-117.6623333,15.41,2.53,ml,36,176,0.351,0.2,ci,ci37581615,2017-02-14T20:45:13.074Z,"36km WSW of Encinitas, CA",earthquake,0.4,0.81,0.146,100,reviewed,ci,ci
2017-02-11T09:00:55.610Z,38.5591667,-122.2873333,4.81,3.24,mw,80,61,0.04758,0.14,nc,nc72762726,2017-05-09T01:24:34.040Z,"14km E of Angwin, California",earthquake,0.13,0.42,,3,reviewed,nc,nc
2017-02-10T22:42:52.210Z,34.2628333,-119.6458333,1.29,2.59,ml,49,54,0.1735,0.27,ci,ci37581191,2017-02-11T16:55:15.890Z,"18km SSE of Santa Barbara, CA",earthquake,0.27,0.48,0.13,22,reviewed,ci,ci
2017-02-10T22:41:46.270Z,34.2825,-119.652,10.56,2.69,ml,61,53,0.1621,0.3,ci,ci37581183,2017-02-11T00:25:29.020Z,"16km SSE of Santa Barbara, CA",earthquake,0.25,0.58,0.1,24,reviewed,ci,ci
2017-02-10T10:10:32.620Z,34.1305,-117.046,9.67,3.44,ml,165,17,0.04951,0.16,ci,ci37580807,2017-05-09T01:24:33.040Z,"10km SE of Running Springs, CA",earthquake,0.09,0.2,0.142,345,reviewed,ci,ci
2017-02-10T04:55:04.340Z,35.57,-120.8318333,4.97,2.71,md,59,39,0.0709,0.08,nc,nc72762396,2017-02-13T19:31:02.924Z,"11km WNW of Templeton, California",earthquake,0.16,0.5,0.13,52,reviewed,nc,nc
2017-02-08T16:19:05.130Z,36.8055,-121.5186667,3.48,2.96,md,49,64,0.02004,0.1,nc,nc72761971,2017-05-09T01:24:31.040Z,"4km SSE of San Juan Bautista, California",earthquake,0.16,0.24,0.219,80,reviewed,nc,nc
2017-02-07T07:39:14.550Z,38.8036667,-122.7911667,1.42,3.24,ml,63,29,0.005375,0.08,nc,nc72761506,2017-05-09T01:24:29.040Z,"4km NW of The Geysers, California",earthquake,0.1,0.13,0.155,37,reviewed,nc,nc
2017-02-06T19:32:23.030Z,40.116,-122.9325,44.66,2.52,md,27,38,0.1898,0.13,nc,nc72760315,2017-02-08T02:50:02.931Z,"44km NE of Covelo, California",earthquake,0.36,0.95,0.143,26,reviewed,nc,nc
2017-02-06T18:15:45.520Z,39.2923333,-123.1005,1.11,2.51,md,40,76,0.1781,0.06,nc,nc72760300,2017-02-08T01:17:02.729Z,"9km ENE of Redwood Valley, California",earthquake,0.13,0.81,0.179,29,reviewed,nc,nc
2017-02-06T14:08:50.370Z,38.5613333,-122.2833333,9.68,3,ml,108,82,0.124,0.18,nc,nc72760235,2017-05-09T01:24:28.040Z,"14km E of Angwin, California",earthquake,0.17,0.48,0.219,48,reviewed,nc,nc
2017-02-06T14:02:38.580Z,38.5621667,-122.2853333,9.17,3.01,ml,100,100,0.1251,0.18,nc,nc72760230,2017-05-09T01:24:28.040Z,"14km E of Angwin, California",earthquake,0.17,0.4,0.225,46,reviewed,nc,nc
2017-02-04T23:47:05.990Z,36.6571667,-121.2741667,2.8,2.53,md,48,66,0.009291,0.05,nc,nc72759860,2017-02-08T02:26:03.162Z,"19km SSE of Ridgemark, California",earthquake,0.11,0.18,0.176,78,reviewed,nc,nc
2017-02-04T03:12:49.590Z,33.8973333,-116.2128333,7.75,2.5,ml,72,61,0.04315,0.15,ci,ci37577783,2017-02-08T19:42:38.967Z,"18km ENE of Thousand Palms, CA",earthquake,0.14,0.41,0.118,112,reviewed,ci,ci
2017-02-03T16:18:21.740Z,40.242,-123.65,29.51,2.74,md,23,44,0.05998,0.08,nc,nc72759415,2017-02-04T07:27:44.103Z,"20km NE of Redway, California",earthquake,0.31,0.54,0.231,39,reviewed,nc,nc
2017-02-03T16:13:42.340Z,40.2385,-123.6468333,31.33,3.68,ml,27,44,0.05963,0.09,nc,nc72759410,2017-04-27T01:38:43.040Z,"19km NE of Redway, California",earthquake,0.25,0.63,0.381,32,reviewed,nc,nc
2017-02-01T04:12:11.987Z,38.3414,-118.892,10.9,2.5,ml,32,41.28,0.016,0.1423,nn,nn00576494,2017-04-30T02:19:23.786Z,"31km SW of Hawthorne, Nevada",earthquake,,0.8,0.41,15,reviewed,nn,nn
2017-01-31T05:35:08.660Z,36.7593333,-121.3531667,11.02,3.28,mw,36,65,0.01735,0.2,nc,nc72758290,2017-04-27T01:38:39.040Z,"6km S of Ridgemark, California",earthquake,0.34,0.83,,4,reviewed,nc,nc
2017-01-31T05:02:00.170Z,35.123,-118.1895,7.49,2.77,ml,61,27,0.1448,0.15,ci,ci37576023,2017-02-08T19:25:14.993Z,"8km N of Mojave, CA",earthquake,0.13,0.75,0.181,184,reviewed,ci,ci
2017-01-30T23:02:30.640Z,33.7913333,-116.1506667,7.39,2.62,ml,88,36,0.05925,0.16,ci,ci37575823,2017-02-08T20:57:39.557Z,"10km NE of Indio, CA",earthquake,0.13,0.37,0.229,25,reviewed,ci,ci
2017-01-29T01:54:15.260Z,38.8048333,-122.7888333,-0.28,2.85,md,72,26,0.005946,0.07,nc,nc72757450,2017-01-31T22:29:01.935Z,"4km NW of The Geysers, California",earthquake,0.08,0.23,0.205,62,reviewed,nc,nc
2017-01-28T20:32:13.740Z,40.9748333,-123.428,36.59,2.86,md,55,45,0.2515,0.1,nc,nc72757390,2017-02-03T16:24:14.743Z,"17km ENE of Willow Creek, California",earthquake,0.21,0.42,0.158,51,reviewed,nc,nc
2017-01-28T16:07:22.970Z,34.0386667,-116.8005,13.09,2.92,ml,124,17,0.006989,0.17,ci,ci37574879,2017-02-09T22:21:55.677Z,"14km N of Cabazon, CA",earthquake,0.1,0.27,0.139,204,reviewed,ci,ci
2017-01-27T19:08:29.710Z,38.7935,-122.7561667,2.69,3.89,mw,98,43,0.01833,0.08,nc,nc72756770,2017-04-19T18:31:02.040Z,"1km N of The Geysers, California",earthquake,0.1,0.16,,5,reviewed,nc,nc
2017-01-27T02:08:11.670Z,34.391,-118.5078333,0.32,2.7,ml,78,22,0.009062,0.29,ci,ci37574231,2017-02-08T20:01:24.881Z,"3km S of Santa Clarita, CA",earthquake,0.2,0.41,0.152,149,reviewed,ci,ci
2017-01-26T13:59:39.619Z,38.4007,-118.8998,11,2.6,ml,22,66.23,0.045,0.1912,nn,nn00575735,2018-07-02T18:23:44.755Z,"27km WSW of Hawthorne, Nevada",earthquake,,0.8,0.27,4,reviewed,nn,nn
2017-01-25T02:19:02.040Z,36.3415,-120.9171667,4.96,2.76,md,62,63,0.1169,0.05,nc,nc72755885,2017-01-25T14:32:10.002Z,"23km NE of King City, California",earthquake,0.14,0.84,0.215,87,reviewed,nc,nc
2017-01-23T20:00:07.510Z,36.5911667,-121.1416667,8.45,2.5,md,51,48,0.07856,0.1,nc,nc72755540,2017-01-26T03:45:05.375Z,"24km NE of Soledad, California",earthquake,0.14,0.36,0.18,65,reviewed,nc,nc
2017-01-23T17:51:55.490Z,36.063,-120.6278333,5.96,2.5,md,66,41,0.02629,0.1,nc,nc72755440,2017-02-01T02:35:02.871Z,"25km WSW of Coalinga, California",earthquake,0.18,0.32,0.207,53,reviewed,nc,nc
2017-01-23T04:29:11.990Z,40.8645,-123.3823333,28.18,2.6,md,20,80,0.2388,0.08,nc,nc72755240,2017-01-25T04:01:04.283Z,"22km ESE of Willow Creek, California",earthquake,0.36,0.92,0.165,27,reviewed,nc,nc
2017-01-23T04:22:52.290Z,33.0018333,-118.8998333,5.74,3.57,ml,37,193,0.357,0.28,ci,ci37572455,2017-04-19T18:30:56.040Z,"28km W of San Clemente Is. (NW tip), CA",earthquake,0.48,31.61,0.129,295,reviewed,ci,ci
2017-01-23T03:27:05.810Z,36.589,-121.1448333,8.12,2.51,md,31,69,0.08538,0.09,nc,nc72755200,2017-01-25T04:01:03.812Z,"24km NE of Soledad, California",earthquake,0.18,0.52,0.23,48,reviewed,nc,nc
2017-01-23T03:15:19.780Z,36.5886667,-121.1448333,8.17,3.5,ml,52,57,0.08534,0.09,nc,nc72755195,2017-04-19T18:30:56.040Z,"24km NE of Soledad, California",earthquake,0.12,0.35,0.17,55,reviewed,nc,nc
2017-01-22T11:23:59.680Z,36.8205,-121.4113333,7.03,2.79,ml,49,49,0.03123,0.08,nc,nc72754980,2017-01-27T19:18:40.402Z,"3km SSW of Hollister, California",earthquake,0.13,0.29,0.204,22,reviewed,nc,nc
2017-01-21T08:16:11.310Z,38.8335,-122.8071667,2.06,2.69,md,57,26,0.01034,0.05,nc,nc72754525,2017-01-26T10:18:07.159Z,"7km W of Cobb, California",earthquake,0.12,0.15,0.239,41,reviewed,nc,nc
2017-01-19T12:43:20.508Z,39.0437,-118.8084,5.9,2.5,ml,22,57.54,0.341,0.1396,nn,nn00574638,2018-07-02T18:22:51.149Z,"31km ENE of Yerington, Nevada",earthquake,,1.4,0.24,12,reviewed,nn,nn
2017-01-18T14:15:12.902Z,38.4273,-118.9001,7.5,2.7,ml,25,57.74,0.071,0.1562,nn,nn00574564,2018-07-02T18:22:44.123Z,"26km WSW of Hawthorne, Nevada",earthquake,,1.3,0.32,15,reviewed,nn,nn
2017-01-18T08:04:32.288Z,38.4063,-118.9266,9.6,3.7,ml,36,57.42,0.056,0.1611,nn,nn00574536,2018-07-02T18:22:38.004Z,"29km WSW of Hawthorne, Nevada",earthquake,,1,0.24,19,reviewed,nn,nn
2017-01-18T04:41:36.500Z,37.4781667,-118.7876667,4.36,2.56,md,37,116,0.1164,0.05,nc,nc72753580,2017-01-24T21:42:03.216Z,"24km SE of Mammoth Lakes, California",earthquake,0.26,1.46,0.228,30,reviewed,nc,nc
2017-01-18T03:22:06.600Z,37.4776667,-118.7861667,4.38,2.9,ml,39,116,0.1172,0.05,nc,nc72753535,2018-07-02T18:22:36.299Z,"25km SE of Mammoth Lakes, California",earthquake,0.25,1.4,0.381,8,reviewed,nc,nc
2017-01-18T03:10:55.580Z,37.4765,-118.7856667,4.87,2.75,md,39,116,0.1185,0.05,nc,nc72753530,2017-01-28T03:43:01.584Z,"25km SE of Mammoth Lakes, California",earthquake,0.22,1.23,0.181,44,reviewed,nc,nc
2017-01-18T02:53:36.360Z,37.4795,-118.7841667,5.22,3.44,ml,39,116,0.116,0.06,nc,nc72753515,2018-07-02T18:22:36.062Z,"25km SE of Mammoth Lakes, California",earthquake,0.22,1.14,0.132,16,reviewed,nc,nc
2017-01-17T14:55:29.070Z,35.728,-121.0905,7.27,3.09,ml,72,50,0.06885,0.06,nc,nc72753295,2017-04-12T02:28:59.040Z,"13km NE of San Simeon, California",earthquake,0.13,0.47,0.121,22,reviewed,nc,nc
2017-01-16T20:59:29.690Z,32.9438333,-117.6628333,5.85,2.5,ml,31,176,0.3638,0.2,ci,ci37569583,2017-02-08T21:11:28.304Z,"36km WSW of Encinitas, CA",earthquake,0.35,31.61,0.132,96,reviewed,ci,ci
2017-01-16T13:35:45.260Z,38.7925,-122.7573333,1.28,2.81,md,70,47,0.01857,0.06,nc,nc72752870,2017-01-20T17:00:05.672Z,"1km N of The Geysers, California",earthquake,0.1,0.15,0.189,55,reviewed,nc,nc
2017-01-15T20:41:05.390Z,33.3085,-115.6826667,6.23,2.89,ml,65,80,0.06107,0.25,ci,ci37568927,2017-02-08T20:28:00.215Z,"7km SE of Bombay Beach, CA",earthquake,0.23,0.67,0.129,114,reviewed,ci,ci
2017-01-15T13:35:00.510Z,33.3045,-115.6868333,6.53,2.7,ml,65,76,0.06175,0.26,ci,ci37568719,2017-02-08T21:42:32.710Z,"7km SE of Bombay Beach, CA",earthquake,0.24,0.63,0.118,106,reviewed,ci,ci
2017-01-14T06:37:29.490Z,36.772,-122.0971667,10.26,2.64,md,68,186,0.2462,0.18,nc,nc72751960,2017-01-21T08:07:01.983Z,"23km SSW of Santa Cruz, California",earthquake,0.48,0.89,0.18,62,reviewed,nc,nc
2017-01-13T20:14:09.850Z,36.7781667,-122.0845,2.48,2.79,md,104,184,0.2413,0.12,nc,nc72751780,2017-04-15T00:03:20.381Z,"22km SSW of Santa Cruz, California",earthquake,0.25,0.85,0.147,87,reviewed,nc,nc
2017-01-13T03:17:52.895Z,38.4251,-118.897,8.3,3.6,ml,32,57.34,0.069,0.1987,nn,nn00573716,2018-07-02T18:21:23.298Z,"26km WSW of Hawthorne, Nevada",earthquake,,0.9,0.3,20,reviewed,nn,nn
2017-01-13T01:17:22.260Z,36.654,-121.9356667,8.44,2.79,md,127,173,0.2612,0.13,nc,nc72751475,2019-06-10T17:21:45.271Z,"4km NNW of Pacific Grove, California",earthquake,0.19,0.58,0.163,111,reviewed,nc,nc
2017-01-12T20:32:31.250Z,33.7925,-116.152,7.35,2.69,ml,86,35,0.05805,0.15,ci,ci37784416,2017-02-08T20:08:21.225Z,"10km NE of Indio, CA",earthquake,0.12,0.38,0.193,26,reviewed,ci,ci
2017-01-12T10:14:04.660Z,36.4043333,-120.9378333,10.2,2.61,md,46,63,0.1922,0.12,nc,nc72751245,2017-01-13T01:29:00.088Z,"27km NE of King City, California",earthquake,0.23,0.57,0.235,63,reviewed,nc,nc
2017-01-10T16:23:55.740Z,40.3061667,-124.069,32.82,3.12,ml,25,70,0.09604,0.14,nc,nc72750720,2017-04-01T00:26:07.040Z,"21km S of Rio Dell, California",earthquake,0.44,0.77,0.185,16,reviewed,nc,nc
2017-01-09T15:58:17.246Z,38.388,-118.8962,10.7,3,ml,19,62.8,0.032,0.1597,nn,nn00573076,2018-07-02T18:20:37.817Z,"28km WSW of Hawthorne, Nevada",earthquake,,0.9,0.32,15,reviewed,nn,nn
2017-01-09T13:14:36.286Z,38.4191,-118.8993,8.1,3,ml,26,57.35,0.063,0.2189,nn,nn00573067,2018-07-02T18:20:40.091Z,"27km WSW of Hawthorne, Nevada",earthquake,,1.3,0.33,19,reviewed,nn,nn
2017-01-08T15:49:35.620Z,36.2421667,-119.3415,34.31,2.76,md,11,104,0.08527,0.13,nc,nc72750005,2017-01-20T02:49:01.990Z,"3km N of Tulare, California",earthquake,0.79,0.67,0.145,18,reviewed,nc,nc
2017-01-08T12:22:19.230Z,34.663,-116.2125,4.89,2.81,ml,34,70,0.05413,0.14,ci,ci37782368,2017-02-08T21:45:50.979Z,"8km SW of Ludlow, CA",earthquake,0.15,0.47,0.162,140,reviewed,ci,ci
2017-01-07T20:05:42.970Z,39.3291667,-122.8086667,8.59,2.98,ml,49,49,0.1602,0.08,nc,nc72749700,2017-03-27T23:53:26.040Z,"20km NNE of Upper Lake, California",earthquake,0.14,0.46,0.15,16,reviewed,nc,nc
2017-01-07T19:45:10.380Z,37.832,-122.0418333,6.68,2.64,md,107,32,0.0173,0.12,nc,nc72749690,2017-01-13T01:29:46.927Z,"2km SSW of Alamo, California",earthquake,0.11,0.16,0.161,68,reviewed,nc,nc
2017-01-07T18:42:45.813Z,38.3316,-118.887,10.1,3,ml,26,45.55,0.026,0.1654,nn,nn00572872,2018-07-02T18:20:13.009Z,"31km SW of Hawthorne, Nevada",earthquake,,1,0.32,15,reviewed,nn,nn
2017-01-07T03:30:49.984Z,37.9929,-118.2282,8.4,2.9,ml,52,30.01,0.338,0.1932,nn,nn00572803,2018-07-02T18:20:06.003Z,"68km SSE of Hawthorne, Nevada",earthquake,,0.9,0.36,33,reviewed,nn,nn
2017-01-06T16:36:15.515Z,38.4232,-118.9005,8.2,3,ml,23,61.89,0.067,0.1446,nn,nn00572706,2018-07-02T18:19:53.268Z,"26km WSW of Hawthorne, Nevada",earthquake,,1.2,0.32,17,reviewed,nn,nn
2017-01-06T05:20:05.750Z,41.135,-121.675,5.69,2.77,md,31,53,0.1465,0.07,nc,nc72748735,2017-01-09T19:48:02.339Z,"28km N of Burney, California",earthquake,0.23,1.83,0.184,40,reviewed,nc,nc
2017-01-06T04:14:25.276Z,38.3846,-118.8878,11.6,2.9,ml,36,56.17,0.029,0.1883,nn,nn00572645,2018-07-02T18:19:56.344Z,"27km SW of Hawthorne, Nevada",earthquake,,0.7,0.4,24,reviewed,nn,nn
2017-01-06T00:18:29.461Z,38.3401,-118.8954,9.4,2.8,ml,30,64.22,0.017,0.2207,nn,nn00572613,2018-07-02T18:19:56.091Z,"30km ENE of Bridgeport, California",earthquake,,1,0.35,21,reviewed,nn,nn
